grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
13,2004,bahrain,Sakhir,5.412,15,massa,Brazilian,sauber,Swiss
9,2020,imola,Imola,4.909,19,norris,British,mclaren,British
1,2024,zandvoort,Zandvoort,4.259,14,norris,British,mclaren,British
14,2023,jeddah,Jeddah,6.174,27,bottas,Finnish,alfa,Swiss
15,1996,magny_cours,Magny Cours,4.411,16,verstappen,Dutch,footwork,British
20,1999,red_bull_ring,Spielberg,4.318,10,takagi,Japanese,arrows,British
3,2004,interlagos,São Paulo,4.309,15,raikkonen,Finnish,mclaren,British
4,2010,yeongam,Yeongam County,5.615,18,hamilton,British,mclaren,British
12,2014,red_bull_ring,Spielberg,4.318,10,vettel,German,red_bull,Austrian
18,2005,istanbul,Istanbul,5.338,14,karthikeyan,Indian,jordan,Irish
17,2004,interlagos,São Paulo,4.309,15,glock,German,jordan,Irish
22,1997,imola,Imola,4.909,19,katayama,Japanese,minardi,Italian
11,2022,bahrain,Sakhir,5.412,15,ocon,French,alpine,French
9,2017,silverstone,Silverstone,5.891,18,bottas,Finnish,mercedes,German
19,2005,nurburgring,Nürburg,5.148,15,karthikeyan,Indian,jordan,Irish
17,2018,americas,Austin,5.513,20,vandoorne,Belgian,mclaren,British
2,2023,monaco,Monte-Carlo,3.337,19,alonso,Spanish,aston_martin,British
15,2000,red_bull_ring,Spielberg,4.318,10,frentzen,German,jordan,Irish
13,2018,yas_marina,Abu Dhabi,5.281,16,kevin_magnussen,Danish,haas,American
20,2008,sepang,Kuala Lumpur,5.543,15,sutil,German,force_india,Indian
20,2010,yeongam,Yeongam County,5.615,18,petrov,Russian,renault,French
14,2005,bahrain,Sakhir,5.412,15,coulthard,British,red_bull,Austrian
5,2021,sochi,Sochi,5.848,15,ricciardo,Australian,mclaren,British
9,2014,shanghai,Shanghai,5.451,16,vergne,French,toro_rosso,Italian
13,2023,spa,Spa,7.004,20,bottas,Finnish,alfa,Swiss
8,2000,catalunya,Montmeló,4.657,14,frentzen,German,jordan,Irish
17,2007,monza,Monza,5.793,11,sato,Japanese,super_aguri,Japanese
9,2023,yas_marina,Abu Dhabi,5.281,16,perez,Mexican,red_bull,Austrian
4,2010,suzuka,Suzuka,5.807,18,alonso,Spanish,ferrari,Italian
17,2015,monza,Monza,5.793,11,nasr,Brazilian,sauber,Swiss
14,2013,marina_bay,Marina Bay,4.94,19,perez,Mexican,mclaren,British
23,2012,hungaroring,Budapest,4.381,14,rosa,Spanish,hrt,Spanish
18,2016,monaco,Monte-Carlo,3.337,19,jolyon_palmer,British,renault,French
6,2019,suzuka,Suzuka,5.807,18,albon,Thai,red_bull,Austrian
1,2005,shanghai,Shanghai,5.451,16,alonso,Spanish,renault,French
2,1998,silverstone,Silverstone,5.891,18,michael_schumacher,German,ferrari,Italian
10,2019,silverstone,Silverstone,5.891,18,hulkenberg,German,renault,French
5,2004,albert_park,Melbourne,5.278,16,alonso,Spanish,renault,French
22,2006,silverstone,Silverstone,5.891,18,trulli,Italian,toyota,Japanese
11,2004,monaco,Monte-Carlo,3.337,19,webber,Australian,jaguar,British
11,2002,hungaroring,Budapest,4.381,14,raikkonen,Finnish,mclaren,British
2,2000,imola,Imola,4.909,19,michael_schumacher,German,ferrari,Italian
14,2004,hungaroring,Budapest,4.381,14,klien,Austrian,jaguar,British
10,2004,hungaroring,Budapest,4.381,14,raikkonen,Finnish,mclaren,British
14,2020,sochi,Sochi,5.848,15,vettel,German,ferrari,Italian
9,1998,catalunya,Montmeló,4.657,14,barrichello,Brazilian,stewart,British
1,2024,yas_marina,Abu Dhabi,5.281,16,norris,British,mclaren,British
18,2000,nurburgring,Nürburg,5.148,15,zonta,Brazilian,bar,British
19,1997,red_bull_ring,Spielberg,4.318,10,katayama,Japanese,minardi,Italian
2,1996,monza,Monza,5.793,11,villeneuve,Canadian,williams,British
11,2016,rodriguez,Mexico City,4.304,17,alonso,Spanish,mclaren,British
8,2022,rodriguez,Mexico City,4.304,17,norris,British,mclaren,British
16,2004,suzuka,Suzuka,5.807,18,heidfeld,German,jordan,Irish
19,2010,yas_marina,Abu Dhabi,5.281,16,trulli,Italian,lotus_racing,Malaysian
17,2008,catalunya,Montmeló,4.657,14,coulthard,British,red_bull,Austrian
21,2001,sepang,Kuala Lumpur,5.543,15,alonso,Spanish,minardi,Italian
5,2003,villeneuve,Montreal,4.361,14,barrichello,Brazilian,ferrari,Italian
12,2020,red_bull_ring,Spielberg,4.318,10,gasly,French,alphatauri,Italian
13,1998,monza,Monza,5.793,11,barrichello,Brazilian,stewart,British
8,2011,suzuka,Suzuka,5.807,18,michael_schumacher,German,mercedes,German
13,2020,bahrain,Sakhir,5.412,15,stroll,Canadian,racing_point,British
9,2023,rodriguez,Mexico City,4.304,17,bottas,Finnish,alfa,Swiss
20,2011,monaco,Monte-Carlo,3.337,19,glock,German,virgin,British
20,2018,interlagos,São Paulo,4.309,15,vandoorne,Belgian,mclaren,British
16,2012,yas_marina,Abu Dhabi,5.281,16,ricciardo,Australian,toro_rosso,Italian
14,2020,red_bull_ring,Spielberg,4.318,10,ocon,French,renault,French
3,2005,monaco,Monte-Carlo,3.337,19,webber,Australian,williams,British
9,2020,silverstone,Silverstone,5.891,18,albon,Thai,red_bull,Austrian
20,2006,suzuka,Suzuka,5.807,18,sato,Japanese,super_aguri,Japanese
16,2011,interlagos,São Paulo,4.309,15,kobayashi,Japanese,sauber,Swiss
4,2007,interlagos,São Paulo,4.309,15,alonso,Spanish,mclaren,British
9,2002,nurburgring,Nürburg,5.148,15,heidfeld,German,sauber,Swiss
2,2021,baku,Baku,6.003,20,hamilton,British,mercedes,German
16,2024,red_bull_ring,Spielberg,4.318,10,albon,Thai,williams,British
11,2011,buddh,Uttar Pradesh,5.141,16,michael_schumacher,German,mercedes,German
3,2019,hockenheimring,Hockenheim,4.574,16,bottas,Finnish,mercedes,German
19,2010,silverstone,Silverstone,5.891,18,glock,German,virgin,British
19,2001,catalunya,Montmeló,4.657,14,fisichella,Italian,benetton,Italian
14,2020,mugello,Mugello,5.245,15,vettel,German,ferrari,Italian
17,2012,bahrain,Sakhir,5.412,15,vergne,French,toro_rosso,Italian
2,2012,valencia,Valencia,5.419,25,hamilton,British,mclaren,British
11,2015,hungaroring,Budapest,4.381,14,hulkenberg,German,force_india,Indian
5,2021,hungaroring,Budapest,4.381,14,gasly,French,alphatauri,Italian
11,2012,villeneuve,Montreal,4.361,14,kobayashi,Japanese,sauber,Swiss
5,2005,hockenheimring,Hockenheim,4.574,16,michael_schumacher,German,ferrari,Italian
4,2010,catalunya,Montmeló,4.657,14,alonso,Spanish,ferrari,Italian
18,1996,interlagos,São Paulo,4.309,15,lamy,Portuguese,minardi,Italian
21,1999,imola,Imola,4.909,19,gene,Spanish,minardi,Italian
18,2012,hockenheimring,Hockenheim,4.574,16,petrov,Russian,caterham,Malaysian
14,2008,hungaroring,Budapest,4.381,14,rosberg,German,williams,British
3,1999,magny_cours,Magny Cours,4.411,16,panis,French,prost,French
10,2023,monza,Monza,5.793,11,alonso,Spanish,aston_martin,British
13,2010,yas_marina,Abu Dhabi,5.281,16,sutil,German,force_india,Indian
10,2015,marina_bay,Marina Bay,4.94,19,grosjean,French,lotus_f1,British
17,2009,monza,Monza,5.793,11,nakajima,Japanese,williams,British
7,1998,silverstone,Silverstone,5.891,18,damon_hill,British,jordan,Irish
4,1999,suzuka,Suzuka,5.807,18,frentzen,German,jordan,Irish
9,1998,suzuka,Suzuka,5.807,18,wurz,Austrian,benetton,Italian
11,2013,nurburgring,Nürburg,5.148,15,rosberg,German,mercedes,German
24,2010,valencia,Valencia,5.419,25,bruno_senna,Brazilian,hrt,Spanish
7,2015,red_bull_ring,Spielberg,4.318,10,max_verstappen,Dutch,toro_rosso,Italian
20,2014,hungaroring,Budapest,4.381,14,maldonado,Venezuelan,lotus_f1,British
17,1999,suzuka,Suzuka,5.807,18,diniz,Brazilian,sauber,Swiss
17,2019,red_bull_ring,Spielberg,4.318,10,kubica,Polish,williams,British
13,1998,catalunya,Montmeló,4.657,14,frentzen,German,williams,British
15,2010,silverstone,Silverstone,5.891,18,petrov,Russian,renault,French
3,2004,magny_cours,Magny Cours,4.411,16,coulthard,British,mclaren,British
1,2013,spa,Spa,7.004,20,hamilton,British,mercedes,German
5,2008,magny_cours,Magny Cours,4.411,16,kubica,Polish,bmw_sauber,German
3,2002,sepang,Kuala Lumpur,5.543,15,barrichello,Brazilian,ferrari,Italian
21,1999,albert_park,Melbourne,5.278,16,badoer,Italian,minardi,Italian
6,2014,marina_bay,Marina Bay,4.94,19,massa,Brazilian,williams,British
12,2012,yas_marina,Abu Dhabi,5.281,16,resta,British,force_india,Indian
1,2016,yas_marina,Abu Dhabi,5.281,16,hamilton,British,mercedes,German
10,2002,hungaroring,Budapest,4.381,14,coulthard,British,mclaren,British
1,2024,hungaroring,Budapest,4.381,14,norris,British,mclaren,British
3,2003,red_bull_ring,Spielberg,4.318,10,montoya,Colombian,williams,British
8,2006,imola,Imola,4.909,19,raikkonen,Finnish,mclaren,British
7,2003,imola,Imola,4.909,19,villeneuve,Canadian,bar,British
10,2007,indianapolis,Indianapolis,4.192,13,fisichella,Italian,renault,French
17,2015,monaco,Monte-Carlo,3.337,19,ericsson,Swedish,sauber,Swiss
5,2014,hockenheimring,Hockenheim,4.574,16,ricciardo,Australian,red_bull,Austrian
1,2011,suzuka,Suzuka,5.807,18,vettel,German,red_bull,Austrian
17,1996,interlagos,São Paulo,4.309,15,rosset,Brazilian,footwork,British
5,2012,catalunya,Montmeló,4.657,14,perez,Mexican,sauber,Swiss
9,2023,spa,Spa,7.004,20,alonso,Spanish,aston_martin,British
17,2021,yas_marina,Abu Dhabi,5.281,16,russell,British,williams,British
7,2017,sochi,Sochi,5.848,15,max_verstappen,Dutch,red_bull,Austrian
10,2012,shanghai,Shanghai,5.451,16,grosjean,French,lotus_f1,British
13,2002,silverstone,Silverstone,5.891,18,panis,French,bar,British
1,1996,spa,Spa,7.004,20,villeneuve,Canadian,williams,British
1,2017,sochi,Sochi,5.848,15,vettel,German,ferrari,Italian
1,2023,spa,Spa,7.004,20,leclerc,Monegasque,ferrari,Italian
15,2024,americas,Austin,5.513,20,colapinto,Argentinian ,williams,British
0,2022,americas,Austin,5.513,20,ocon,French,alpine,French
1,2007,hungaroring,Budapest,4.381,14,hamilton,British,mclaren,British
14,2019,suzuka,Suzuka,5.807,18,kvyat,Russian,toro_rosso,Italian
5,2018,monaco,Monte-Carlo,3.337,19,bottas,Finnish,mercedes,German
21,2002,albert_park,Melbourne,5.278,16,yoong,Malaysian,minardi,Italian
2,2012,buddh,Uttar Pradesh,5.141,16,webber,Australian,red_bull,Austrian
14,2021,losail,Al Daayen,5.419,16,ricciardo,Australian,mclaren,British
7,2007,indianapolis,Indianapolis,4.192,13,vettel,German,bmw_sauber,German
9,2022,villeneuve,Montreal,4.361,14,ricciardo,Australian,mclaren,British
5,2000,indianapolis,Indianapolis,4.192,13,trulli,Italian,jordan,Irish
9,2013,hungaroring,Budapest,4.381,14,perez,Mexican,mclaren,British
7,2003,hockenheimring,Hockenheim,4.574,16,panis,French,toyota,Japanese
9,2022,spa,Spa,7.004,20,stroll,Canadian,aston_martin,British
19,2000,imola,Imola,4.909,19,fisichella,Italian,benetton,Italian
16,2004,sepang,Kuala Lumpur,5.543,15,bruni,Italian,minardi,Italian
5,2019,hockenheimring,Hockenheim,4.574,16,raikkonen,Finnish,alfa,Swiss
1,2020,red_bull_ring,Spielberg,4.318,10,bottas,Finnish,mercedes,German
9,2015,monza,Monza,5.793,11,hulkenberg,German,force_india,Indian
20,2006,magny_cours,Magny Cours,4.411,16,montagny,French,super_aguri,Japanese
4,2010,spa,Spa,7.004,20,vettel,German,red_bull,Austrian
8,2022,miami,Miami,5.412,19,norris,British,mclaren,British
7,2019,interlagos,São Paulo,4.309,15,grosjean,French,haas,American
20,2016,interlagos,São Paulo,4.309,15,ericsson,Swedish,sauber,Swiss
16,2012,villeneuve,Montreal,4.361,14,bruno_senna,Brazilian,williams,British
15,2015,bahrain,Sakhir,5.412,15,max_verstappen,Dutch,toro_rosso,Italian
9,2010,interlagos,São Paulo,4.309,15,massa,Brazilian,ferrari,Italian
12,2024,miami,Miami,5.412,19,gasly,French,alpine,French
13,1997,suzuka,Suzuka,5.807,18,ralf_schumacher,German,jordan,Irish
5,2010,istanbul,Istanbul,5.338,14,michael_schumacher,German,mercedes,German
13,2016,baku,Baku,6.003,20,alonso,Spanish,mclaren,British
5,1998,hungaroring,Budapest,4.381,14,irvine,British,ferrari,Italian
17,2017,hungaroring,Budapest,4.381,14,stroll,Canadian,williams,British
6,1999,hungaroring,Budapest,4.381,14,damon_hill,British,jordan,Irish
20,2007,interlagos,São Paulo,4.309,15,davidson,British,super_aguri,Japanese
12,2023,miami,Miami,5.412,19,hulkenberg,German,haas,American
14,2014,interlagos,São Paulo,4.309,15,grosjean,French,lotus_f1,British
5,2011,yeongam,Yeongam County,5.615,18,massa,Brazilian,ferrari,Italian
17,2015,sochi,Sochi,5.848,15,stevens,British,manor,British
11,2006,villeneuve,Montreal,4.361,14,villeneuve,Canadian,bmw_sauber,German
16,2018,yas_marina,Abu Dhabi,5.281,16,brendon_hartley,New Zealander,toro_rosso,Italian
3,2021,yas_marina,Abu Dhabi,5.281,16,norris,British,mclaren,British
3,2010,suzuka,Suzuka,5.807,18,kubica,Polish,renault,French
12,2010,marina_bay,Marina Bay,4.94,19,petrov,Russian,renault,French
5,2020,hungaroring,Budapest,4.381,14,vettel,German,ferrari,Italian
13,2013,interlagos,São Paulo,4.309,15,bottas,Finnish,williams,British
3,2009,shanghai,Shanghai,5.451,16,webber,Australian,red_bull,Austrian
10,2007,shanghai,Shanghai,5.451,16,button,British,honda,Japanese
3,2014,albert_park,Melbourne,5.278,16,rosberg,German,mercedes,German
2,2019,catalunya,Montmeló,4.657,14,hamilton,British,mercedes,German
11,2015,marina_bay,Marina Bay,4.94,19,hulkenberg,German,force_india,Indian
2,2020,yas_marina,Abu Dhabi,5.281,16,bottas,Finnish,mercedes,German
13,2009,nurburgring,Nürburg,5.148,15,nakajima,Japanese,williams,British
9,2019,red_bull_ring,Spielberg,4.318,10,vettel,German,ferrari,Italian
11,2005,magny_cours,Magny Cours,4.411,16,ralf_schumacher,German,toyota,Japanese
3,2005,magny_cours,Magny Cours,4.411,16,michael_schumacher,German,ferrari,Italian
11,2024,zandvoort,Zandvoort,4.259,14,tsunoda,Japanese,rb,Italian
3,2023,americas,Austin,5.513,20,hamilton,British,mercedes,German
19,2021,ricard,Le Castellet,5.842,15,stroll,Canadian,aston_martin,British
11,2023,suzuka,Suzuka,5.807,18,lawson,New Zealander,alphatauri,Italian
0,2023,red_bull_ring,Spielberg,4.318,10,kevin_magnussen,Danish,haas,American
9,2014,villeneuve,Montreal,4.361,14,button,British,mclaren,British
0,2023,red_bull_ring,Spielberg,4.318,10,de_vries,Dutch,alphatauri,Italian
17,2018,hockenheimring,Hockenheim,4.574,16,brendon_hartley,New Zealander,toro_rosso,Italian
6,2017,americas,Austin,5.513,20,ocon,French,force_india,Indian
16,2013,sepang,Kuala Lumpur,5.543,15,maldonado,Venezuelan,williams,British
18,2019,suzuka,Suzuka,5.807,18,russell,British,williams,British
10,2022,catalunya,Montmeló,4.657,14,mick_schumacher,German,haas,American
4,2016,red_bull_ring,Spielberg,4.318,10,raikkonen,Finnish,ferrari,Italian
4,1998,galvez,Buenos Aires,4.259,18,irvine,British,ferrari,Italian
7,2024,spa,Spa,7.004,20,sainz,Spanish,ferrari,Italian
7,2024,monza,Monza,5.793,11,max_verstappen,Dutch,red_bull,Austrian
3,2024,jeddah,Jeddah,6.174,27,perez,Mexican,red_bull,Austrian
21,2001,interlagos,São Paulo,4.309,15,mazzacane,Argentine,prost,French
18,2008,monaco,Monte-Carlo,3.337,19,sutil,German,force_india,Indian
18,2012,catalunya,Montmeló,4.657,14,petrov,Russian,caterham,Malaysian
11,2023,americas,Austin,5.513,20,tsunoda,Japanese,alphatauri,Italian
19,2024,bahrain,Sakhir,5.412,15,ocon,French,alpine,French
11,2020,silverstone,Silverstone,5.891,18,vettel,German,ferrari,Italian
12,1998,imola,Imola,4.909,19,alesi,French,sauber,Swiss
20,2005,magny_cours,Magny Cours,4.411,16,albers,Dutch,minardi,Italian
9,2016,catalunya,Montmeló,4.657,14,perez,Mexican,force_india,Indian
15,2001,albert_park,Melbourne,5.278,16,verstappen,Dutch,arrows,British
9,2022,red_bull_ring,Spielberg,4.318,10,mick_schumacher,German,haas,American
14,2021,ricard,Le Castellet,5.842,15,russell,British,williams,British
16,2012,albert_park,Melbourne,5.278,16,massa,Brazilian,ferrari,Italian
20,1998,magny_cours,Magny Cours,4.411,16,takagi,Japanese,tyrrell,British
3,1996,spa,Spa,7.004,20,michael_schumacher,German,ferrari,Italian
13,2007,spa,Spa,7.004,20,liuzzi,Italian,toro_rosso,Italian
4,2006,indianapolis,Indianapolis,4.192,13,barrichello,Brazilian,honda,Japanese
19,2001,nurburgring,Nürburg,5.148,15,verstappen,Dutch,arrows,British
10,2016,marina_bay,Marina Bay,4.94,19,bottas,Finnish,williams,British
14,2003,hockenheimring,Hockenheim,4.574,16,frentzen,German,sauber,Swiss
4,2024,albert_park,Melbourne,5.278,16,leclerc,Monegasque,ferrari,Italian
11,2019,bahrain,Sakhir,5.412,15,grosjean,French,haas,American
21,2012,yeongam,Yeongam County,5.615,18,ricciardo,Australian,toro_rosso,Italian
4,2003,interlagos,São Paulo,4.309,15,raikkonen,Finnish,mclaren,British
19,2023,monaco,Monte-Carlo,3.337,19,zhou,Chinese,alfa,Swiss
18,2017,americas,Austin,5.513,20,hulkenberg,German,renault,French
1,2005,catalunya,Montmeló,4.657,14,raikkonen,Finnish,mclaren,British
20,1996,galvez,Buenos Aires,4.259,18,rosset,Brazilian,footwork,British
18,2013,suzuka,Suzuka,5.807,18,chilton,British,marussia,Russian
12,2016,shanghai,Shanghai,5.451,16,button,British,mclaren,British
18,2016,hungaroring,Budapest,4.381,14,massa,Brazilian,williams,British
13,2017,sochi,Sochi,5.848,15,kevin_magnussen,Danish,haas,American
10,2016,hockenheimring,Hockenheim,4.574,16,massa,Brazilian,williams,British
2,2017,red_bull_ring,Spielberg,4.318,10,vettel,German,ferrari,Italian
5,1997,villeneuve,Montreal,4.361,14,coulthard,British,mclaren,British
10,2003,suzuka,Suzuka,5.807,18,wilson,British,jaguar,British
17,2024,rodriguez,Mexico City,4.304,17,piastri,Australian,mclaren,British
3,2024,albert_park,Melbourne,5.278,16,norris,British,mclaren,British
22,2010,yeongam,Yeongam County,5.615,18,grassi,Brazilian,virgin,British
15,2011,yas_marina,Abu Dhabi,5.281,16,alguersuari,Spanish,toro_rosso,Italian
11,2008,sepang,Kuala Lumpur,5.543,15,button,British,honda,Japanese
3,2011,albert_park,Melbourne,5.278,16,webber,Australian,red_bull,Austrian
6,2003,albert_park,Melbourne,5.278,16,villeneuve,Canadian,bar,British
10,2023,catalunya,Montmeló,4.657,14,gasly,French,alpine,French
13,2004,suzuka,Suzuka,5.807,18,montoya,Colombian,williams,British
13,2011,valencia,Valencia,5.419,25,barrichello,Brazilian,williams,British
7,2004,hungaroring,Budapest,4.381,14,montoya,Colombian,williams,British
7,2023,americas,Austin,5.513,20,gasly,French,alpine,French
11,1998,hungaroring,Budapest,4.381,14,alesi,French,sauber,Swiss
8,2009,hungaroring,Budapest,4.381,14,button,British,brawn,British
22,2007,hungaroring,Budapest,4.381,14,yamamoto,Japanese,spyker,Dutch
16,2017,silverstone,Silverstone,5.891,18,kevin_magnussen,Danish,haas,American
16,1999,red_bull_ring,Spielberg,4.318,10,diniz,Brazilian,sauber,Swiss
13,2000,indianapolis,Indianapolis,4.192,13,verstappen,Dutch,arrows,British
14,2018,rodriguez,Mexico City,4.304,17,brendon_hartley,New Zealander,toro_rosso,Italian
4,2006,suzuka,Suzuka,5.807,18,trulli,Italian,toyota,Japanese
3,2019,americas,Austin,5.513,20,max_verstappen,Dutch,red_bull,Austrian
17,2008,istanbul,Istanbul,5.338,14,piquet_jr,Brazilian,renault,French
0,2016,monaco,Monte-Carlo,3.337,19,max_verstappen,Dutch,red_bull,Austrian
8,2016,hockenheimring,Hockenheim,4.574,16,hulkenberg,German,force_india,Indian
5,2010,hockenheimring,Hockenheim,4.574,16,button,British,mclaren,British
17,2010,catalunya,Montmeló,4.657,14,barrichello,Brazilian,williams,British
18,2000,hockenheimring,Hockenheim,4.574,16,barrichello,Brazilian,ferrari,Italian
10,1999,magny_cours,Magny Cours,4.411,16,zonta,Brazilian,bar,British
21,2000,imola,Imola,4.909,19,gene,Spanish,minardi,Italian
8,2014,marina_bay,Marina Bay,4.94,19,bottas,Finnish,williams,British
3,2003,monaco,Monte-Carlo,3.337,19,montoya,Colombian,williams,British
9,2024,monaco,Monte-Carlo,3.337,19,albon,Thai,williams,British
1,2019,marina_bay,Marina Bay,4.94,19,leclerc,Monegasque,ferrari,Italian
6,2009,marina_bay,Marina Bay,4.94,19,glock,German,toyota,Japanese
15,2018,marina_bay,Marina Bay,4.94,19,gasly,French,toro_rosso,Italian
10,2009,valencia,Valencia,5.419,25,kubica,Polish,bmw_sauber,German
7,2020,hungaroring,Budapest,4.381,14,max_verstappen,Dutch,red_bull,Austrian
4,2003,monaco,Monte-Carlo,3.337,19,trulli,Italian,renault,French
3,1996,monza,Monza,5.793,11,michael_schumacher,German,ferrari,Italian
16,2005,shanghai,Shanghai,5.451,16,villeneuve,Canadian,sauber,Swiss
18,1997,catalunya,Montmeló,4.657,14,trulli,Italian,minardi,Italian
1,2018,catalunya,Montmeló,4.657,14,hamilton,British,mercedes,German
6,2024,imola,Imola,4.909,19,russell,British,mercedes,German
6,2018,rodriguez,Mexico City,4.304,17,raikkonen,Finnish,ferrari,Italian
5,2005,indianapolis,Indianapolis,4.192,13,michael_schumacher,German,ferrari,Italian
15,2009,sepang,Kuala Lumpur,5.543,15,bourdais,French,toro_rosso,Italian
18,2000,hungaroring,Budapest,4.381,14,zonta,Brazilian,bar,British
11,2006,albert_park,Melbourne,5.278,16,coulthard,British,red_bull,Austrian
11,1996,silverstone,Silverstone,5.891,18,frentzen,German,sauber,Swiss
10,2002,spa,Spa,7.004,20,button,British,renault,French
18,2019,red_bull_ring,Spielberg,4.318,10,albon,Thai,toro_rosso,Italian
