grid,year,circuitRef,location,trackLength,trackTurns,driverRef,driverNationality,constructorRef,constructorNationality
16,2000,catalunya,Montmeló,4.657,14,zonta,Brazilian,bar,British
2,2006,suzuka,Suzuka,5.807,18,michael_schumacher,German,ferrari,Italian
22,2014,villeneuve,Montreal,4.361,14,gutierrez,Mexican,sauber,Swiss
11,1998,silverstone,Silverstone,5.891,18,wurz,Austrian,benetton,Italian
16,1997,silverstone,Silverstone,5.891,18,magnussen,Danish,stewart,British
1,2000,imola,Imola,4.909,19,hakkinen,Finnish,mclaren,British
20,2002,hungaroring,Budapest,4.381,14,davidson,British,minardi,Italian
8,2014,americas,Austin,5.513,20,raikkonen,Finnish,ferrari,Italian
2,2005,albert_park,Melbourne,5.278,16,trulli,Italian,toyota,Japanese
11,2009,catalunya,Montmeló,4.657,14,nakajima,Japanese,williams,British
16,2007,nurburgring,Nürburg,5.148,15,sato,Japanese,super_aguri,Japanese
19,2024,jeddah,Jeddah,6.174,27,sargeant,American,williams,British
8,2019,hockenheimring,Hockenheim,4.574,16,perez,Mexican,racing_point,British
10,1996,nurburgring,Nürburg,5.148,15,frentzen,German,sauber,Swiss
10,1996,albert_park,Melbourne,5.278,16,salo,Finnish,tyrrell,British
7,1996,magny_cours,Magny Cours,4.411,16,coulthard,British,mclaren,British
13,2019,baku,Baku,6.003,20,stroll,Canadian,racing_point,British
8,2013,buddh,Uttar Pradesh,5.141,16,alonso,Spanish,ferrari,Italian
18,2004,spa,Spa,7.004,20,baumgartner,Hungarian,minardi,Italian
19,2019,catalunya,Montmeló,4.657,14,russell,British,williams,British
7,2024,imola,Imola,4.909,19,tsunoda,Japanese,rb,Italian
19,2006,nurburgring,Nürburg,5.148,15,webber,Australian,williams,British
1,2002,sepang,Kuala Lumpur,5.543,15,michael_schumacher,German,ferrari,Italian
2,1998,magny_cours,Magny Cours,4.411,16,michael_schumacher,German,ferrari,Italian
15,2003,hockenheimring,Hockenheim,4.574,16,heidfeld,German,sauber,Swiss
8,2022,americas,Austin,5.513,20,albon,Thai,williams,British
8,2013,catalunya,Montmeló,4.657,14,perez,Mexican,mclaren,British
7,2018,marina_bay,Marina Bay,4.94,19,perez,Mexican,force_india,Indian
11,2010,hockenheimring,Hockenheim,4.574,16,michael_schumacher,German,mercedes,German
9,2023,hungaroring,Budapest,4.381,14,perez,Mexican,red_bull,Austrian
13,1996,monza,Monza,5.793,11,frentzen,German,sauber,Swiss
20,2024,spa,Spa,7.004,20,tsunoda,Japanese,rb,Italian
1,2023,yas_marina,Abu Dhabi,5.281,16,max_verstappen,Dutch,red_bull,Austrian
12,2017,hungaroring,Budapest,4.381,14,hulkenberg,German,renault,French
18,2024,bahrain,Sakhir,5.412,15,sargeant,American,williams,British
18,2017,albert_park,Melbourne,5.278,16,vandoorne,Belgian,mclaren,British
3,2015,monza,Monza,5.793,11,vettel,German,ferrari,Italian
19,2003,indianapolis,Indianapolis,4.192,13,verstappen,Dutch,minardi,Italian
6,2011,monza,Monza,5.793,11,massa,Brazilian,ferrari,Italian
4,2006,villeneuve,Montreal,4.361,14,trulli,Italian,toyota,Japanese
9,2021,istanbul,Istanbul,5.338,14,tsunoda,Japanese,alphatauri,Italian
12,2012,suzuka,Suzuka,5.807,18,maldonado,Venezuelan,williams,British
12,2018,red_bull_ring,Spielberg,4.318,10,gasly,French,toro_rosso,Italian
3,2006,sepang,Kuala Lumpur,5.543,15,rosberg,German,williams,British
14,1999,suzuka,Suzuka,5.807,18,fisichella,Italian,benetton,Italian
9,1997,red_bull_ring,Spielberg,4.318,10,michael_schumacher,German,ferrari,Italian
16,2011,villeneuve,Montreal,4.361,14,barrichello,Brazilian,williams,British
2,2022,bahrain,Sakhir,5.412,15,max_verstappen,Dutch,red_bull,Austrian
5,2011,monza,Monza,5.793,11,webber,Australian,red_bull,Austrian
18,2012,marina_bay,Marina Bay,4.94,19,petrov,Russian,caterham,Malaysian
20,2022,albert_park,Melbourne,5.278,16,albon,Thai,williams,British
11,2015,sochi,Sochi,5.848,15,kvyat,Russian,red_bull,Austrian
7,2012,hockenheimring,Hockenheim,4.574,16,hamilton,British,mclaren,British
3,2003,interlagos,São Paulo,4.309,15,webber,Australian,jaguar,British
12,2001,hockenheimring,Hockenheim,4.574,16,villeneuve,Canadian,bar,British
18,2021,rodriguez,Mexico City,4.304,17,norris,British,mclaren,British
5,2006,imola,Imola,4.909,19,alonso,Spanish,renault,French
4,2018,albert_park,Melbourne,5.278,16,max_verstappen,Dutch,red_bull,Austrian
16,2007,albert_park,Melbourne,5.278,16,barrichello,Brazilian,honda,Japanese
16,2004,hungaroring,Budapest,4.381,14,heidfeld,German,jordan,Irish
10,2010,villeneuve,Montreal,4.361,14,rosberg,German,mercedes,German
11,2019,suzuka,Suzuka,5.807,18,giovinazzi,Italian,alfa,Swiss
20,2021,portimao,Portimão,4.653,15,mazepin,Russian,haas,American
21,1997,spa,Spa,7.004,20,verstappen,Dutch,tyrrell,British
7,2022,catalunya,Montmeló,4.657,14,bottas,Finnish,alfa,Swiss
13,2002,suzuka,Suzuka,5.807,18,salo,Finnish,toyota,Japanese
19,1998,monaco,Monte-Carlo,3.337,19,nakano,Japanese,minardi,Italian
10,2018,suzuka,Suzuka,5.807,18,leclerc,Monegasque,sauber,Swiss
9,2021,interlagos,São Paulo,4.309,15,vettel,German,aston_martin,British
5,2024,spa,Spa,7.004,20,piastri,Australian,mclaren,British
9,2017,sochi,Sochi,5.848,15,perez,Mexican,force_india,Indian
8,2008,fuji,Oyama,4.563,16,glock,German,toyota,Japanese
2,2002,sepang,Kuala Lumpur,5.543,15,montoya,Colombian,williams,British
8,2016,sepang,Kuala Lumpur,5.543,15,hulkenberg,German,force_india,Indian
18,2017,suzuka,Suzuka,5.807,18,jolyon_palmer,British,renault,French
22,1998,albert_park,Melbourne,5.278,16,nakano,Japanese,minardi,Italian
10,2022,red_bull_ring,Spielberg,4.318,10,norris,British,mclaren,British
8,2002,hockenheimring,Hockenheim,4.574,16,trulli,Italian,renault,French
8,2022,suzuka,Suzuka,5.807,18,russell,British,mercedes,German
4,1999,monza,Monza,5.793,11,zanardi,Italian,williams,British
11,2003,imola,Imola,4.909,19,heidfeld,German,sauber,Swiss
13,2024,americas,Austin,5.513,20,stroll,Canadian,aston_martin,British
14,2014,villeneuve,Montreal,4.361,14,grosjean,French,lotus_f1,British
5,2023,miami,Miami,5.412,19,gasly,French,alpine,French
14,2000,red_bull_ring,Spielberg,4.318,10,wurz,Austrian,benetton,Italian
1,2017,albert_park,Melbourne,5.278,16,hamilton,British,mercedes,German
19,2016,monaco,Monte-Carlo,3.337,19,haryanto,Indonesian,manor,British
11,2001,sepang,Kuala Lumpur,5.543,15,heidfeld,German,sauber,Swiss
16,1998,nurburgring,Nürburg,5.148,15,salo,Finnish,arrows,British
13,2017,albert_park,Melbourne,5.278,16,ocon,French,force_india,Indian
4,2005,monza,Monza,5.793,11,sato,Japanese,bar,British
20,1998,villeneuve,Montreal,4.361,14,magnussen,Danish,stewart,British
22,1997,nurburgring,Nürburg,5.148,15,katayama,Japanese,minardi,Italian
10,2001,nurburgring,Nürburg,5.148,15,heidfeld,German,sauber,Swiss
14,2016,albert_park,Melbourne,5.278,16,kevin_magnussen,Danish,renault,French
4,2024,marina_bay,Marina Bay,4.94,19,russell,British,mercedes,German
3,2001,imola,Imola,4.909,19,ralf_schumacher,German,williams,British
15,2012,sepang,Kuala Lumpur,5.543,15,ricciardo,Australian,toro_rosso,Italian
17,2022,baku,Baku,6.003,20,albon,Thai,williams,British
8,2002,catalunya,Montmeló,4.657,14,heidfeld,German,sauber,Swiss
10,2021,catalunya,Montmeló,4.657,14,alonso,Spanish,alpine,French
8,2003,monza,Monza,5.793,11,coulthard,British,mclaren,British
11,2010,villeneuve,Montreal,4.361,14,barrichello,Brazilian,williams,British
10,2012,silverstone,Silverstone,5.891,18,resta,British,force_india,Indian
6,2003,red_bull_ring,Spielberg,4.318,10,trulli,Italian,renault,French
13,2012,valencia,Valencia,5.419,25,massa,Brazilian,ferrari,Italian
17,2003,red_bull_ring,Spielberg,4.318,10,webber,Australian,jaguar,British
17,2000,red_bull_ring,Spielberg,4.318,10,alesi,French,prost,French
9,2021,bahrain,Sakhir,5.412,15,alonso,Spanish,alpine,French
15,2016,albert_park,Melbourne,5.278,16,ericsson,Swedish,sauber,Swiss
16,1999,villeneuve,Montreal,4.361,14,villeneuve,Canadian,bar,British
18,2024,spa,Spa,7.004,20,sargeant,American,williams,British
3,1999,silverstone,Silverstone,5.891,18,coulthard,British,mclaren,British
14,2013,bahrain,Sakhir,5.412,15,hulkenberg,German,sauber,Swiss
7,2002,interlagos,São Paulo,4.309,15,button,British,renault,French
9,2017,monaco,Monte-Carlo,3.337,19,kvyat,Russian,toro_rosso,Italian
11,2001,suzuka,Suzuka,5.807,18,alesi,French,jordan,Irish
10,2009,catalunya,Montmeló,4.657,14,kubica,Polish,bmw_sauber,German
20,2022,yas_marina,Abu Dhabi,5.281,16,latifi,Canadian,williams,British
22,2012,monza,Monza,5.793,11,maldonado,Venezuelan,williams,British
15,2001,sepang,Kuala Lumpur,5.543,15,burti,Brazilian,jaguar,British
2,1999,hockenheimring,Hockenheim,4.574,16,frentzen,German,jordan,Irish
20,1999,hockenheimring,Hockenheim,4.574,16,rosa,Spanish,arrows,British
3,2024,hungaroring,Budapest,4.381,14,max_verstappen,Dutch,red_bull,Austrian
12,2024,americas,Austin,5.513,20,ocon,French,alpine,French
10,2010,suzuka,Suzuka,5.807,18,michael_schumacher,German,mercedes,German
9,2015,sepang,Kuala Lumpur,5.543,15,ericsson,Swedish,sauber,Swiss
7,2012,shanghai,Shanghai,5.451,16,hamilton,British,mclaren,British
18,1996,imola,Imola,4.909,19,lamy,Portuguese,minardi,Italian
13,2004,hungaroring,Budapest,4.381,14,panis,French,toyota,Japanese
12,2000,indianapolis,Indianapolis,4.192,13,zonta,Brazilian,bar,British
7,2002,red_bull_ring,Spielberg,4.318,10,massa,Brazilian,sauber,Swiss
13,2021,rodriguez,Mexico City,4.304,17,latifi,Canadian,williams,British
16,2016,marina_bay,Marina Bay,4.94,19,nasr,Brazilian,sauber,Swiss
3,2000,catalunya,Montmeló,4.657,14,barrichello,Brazilian,ferrari,Italian
18,2008,hockenheimring,Hockenheim,4.574,16,barrichello,Brazilian,honda,Japanese
16,2011,monaco,Monte-Carlo,3.337,19,buemi,Swiss,toro_rosso,Italian
1,2018,monaco,Monte-Carlo,3.337,19,ricciardo,Australian,red_bull,Austrian
11,2014,sepang,Kuala Lumpur,5.543,15,kvyat,Russian,toro_rosso,Italian
15,2001,monaco,Monte-Carlo,3.337,19,raikkonen,Finnish,sauber,Swiss
5,2009,monza,Monza,5.793,11,barrichello,Brazilian,brawn,British
8,2012,hungaroring,Budapest,4.381,14,maldonado,Venezuelan,williams,British
4,1996,hungaroring,Budapest,4.381,14,irvine,British,ferrari,Italian
4,2023,villeneuve,Montreal,4.361,14,russell,British,mercedes,German
7,2000,indianapolis,Indianapolis,4.192,13,frentzen,German,jordan,Irish
7,2018,catalunya,Montmeló,4.657,14,kevin_magnussen,Danish,haas,American
5,1999,red_bull_ring,Spielberg,4.318,10,barrichello,Brazilian,stewart,British
17,2007,villeneuve,Montreal,4.361,14,davidson,British,super_aguri,Japanese
8,2017,yas_marina,Abu Dhabi,5.281,16,perez,Mexican,force_india,Indian
7,2024,zandvoort,Zandvoort,4.259,14,alonso,Spanish,aston_martin,British
7,2018,yas_marina,Abu Dhabi,5.281,16,grosjean,French,haas,American
10,2011,spa,Spa,7.004,20,petrov,Russian,renault,French
9,2013,silverstone,Silverstone,5.891,18,alonso,Spanish,ferrari,Italian
19,2004,hockenheimring,Hockenheim,4.574,16,bruni,Italian,minardi,Italian
12,2007,nurburgring,Nürburg,5.148,15,wurz,Austrian,williams,British
2,2007,nurburgring,Nürburg,5.148,15,alonso,Spanish,mclaren,British
1,2013,suzuka,Suzuka,5.807,18,webber,Australian,red_bull,Austrian
12,2024,imola,Imola,4.909,19,ocon,French,alpine,French
11,2023,miami,Miami,5.412,19,albon,Thai,williams,British
3,2017,albert_park,Melbourne,5.278,16,bottas,Finnish,mercedes,German
14,2012,sepang,Kuala Lumpur,5.543,15,resta,British,force_india,Indian
6,2008,sepang,Kuala Lumpur,5.543,15,webber,Australian,red_bull,Austrian
6,2024,americas,Austin,5.513,20,gasly,French,alpine,French
5,2011,nurburgring,Nürburg,5.148,15,massa,Brazilian,ferrari,Italian
8,2015,monza,Monza,5.793,11,grosjean,French,lotus_f1,British
8,2020,silverstone,Silverstone,5.891,18,leclerc,Monegasque,ferrari,Italian
3,2015,rodriguez,Mexico City,4.304,17,vettel,German,ferrari,Italian
14,2019,interlagos,São Paulo,4.309,15,leclerc,Monegasque,ferrari,Italian
13,2002,indianapolis,Indianapolis,4.192,13,irvine,British,jaguar,British
4,2014,red_bull_ring,Spielberg,4.318,10,alonso,Spanish,ferrari,Italian
5,2006,hockenheimring,Hockenheim,4.574,16,fisichella,Italian,renault,French
13,2004,nurburgring,Nürburg,5.148,15,heidfeld,German,jordan,Irish
2,2021,istanbul,Istanbul,5.338,14,max_verstappen,Dutch,red_bull,Austrian
18,2013,marina_bay,Marina Bay,4.94,19,maldonado,Venezuelan,williams,British
3,2022,bahrain,Sakhir,5.412,15,sainz,Spanish,ferrari,Italian
10,2023,bahrain,Sakhir,5.412,15,hulkenberg,German,haas,American
4,1999,catalunya,Montmeló,4.657,14,michael_schumacher,German,ferrari,Italian
9,2012,catalunya,Montmeló,4.657,14,kobayashi,Japanese,sauber,Swiss
19,2010,villeneuve,Montreal,4.361,14,kovalainen,Finnish,lotus_racing,Malaysian
17,2005,nurburgring,Nürburg,5.148,15,monteiro,Portuguese,jordan,Irish
9,2013,shanghai,Shanghai,5.451,16,vettel,German,red_bull,Austrian
5,2003,monza,Monza,5.793,11,gene,Spanish,williams,British
4,2013,buddh,Uttar Pradesh,5.141,16,webber,Australian,red_bull,Austrian
17,1998,albert_park,Melbourne,5.278,16,tuero,Argentine,minardi,Italian
5,2000,nurburgring,Nürburg,5.148,15,ralf_schumacher,German,williams,British
6,2020,yas_marina,Abu Dhabi,5.281,16,sainz,Spanish,mclaren,British
18,2000,magny_cours,Magny Cours,4.411,16,alesi,French,prost,French
7,2008,silverstone,Silverstone,5.891,18,piquet_jr,Brazilian,renault,French
9,1999,interlagos,São Paulo,4.309,15,wurz,Austrian,benetton,Italian
13,2018,bahrain,Sakhir,5.412,15,alonso,Spanish,mclaren,British
16,2006,imola,Imola,4.909,19,liuzzi,Italian,toro_rosso,Italian
6,2011,yas_marina,Abu Dhabi,5.281,16,massa,Brazilian,ferrari,Italian
5,2021,yas_marina,Abu Dhabi,5.281,16,sainz,Spanish,ferrari,Italian
4,2013,albert_park,Melbourne,5.278,16,massa,Brazilian,ferrari,Italian
0,2024,baku,Baku,6.003,20,ocon,French,alpine,French
9,2021,yas_marina,Abu Dhabi,5.281,16,ocon,French,alpine,French
1,2018,baku,Baku,6.003,20,vettel,German,ferrari,Italian
6,2020,spa,Spa,7.004,20,ocon,French,renault,French
8,2014,suzuka,Suzuka,5.807,18,button,British,mclaren,British
19,2021,hungaroring,Budapest,4.381,14,mazepin,Russian,haas,American
12,2014,sepang,Kuala Lumpur,5.543,15,gutierrez,Mexican,sauber,Swiss
3,2022,monza,Monza,5.793,11,norris,British,mclaren,British
9,1999,red_bull_ring,Spielberg,4.318,10,villeneuve,Canadian,bar,British
5,2018,ricard,Le Castellet,5.842,15,ricciardo,Australian,red_bull,Austrian
18,2016,hockenheimring,Hockenheim,4.574,16,kvyat,Russian,toro_rosso,Italian
18,2002,imola,Imola,4.909,19,irvine,British,jaguar,British
17,2011,interlagos,São Paulo,4.309,15,perez,Mexican,sauber,Swiss
0,2019,sochi,Sochi,5.848,15,albon,Thai,red_bull,Austrian
16,2011,albert_park,Melbourne,5.278,16,sutil,German,force_india,Indian
1,2017,monza,Monza,5.793,11,hamilton,British,mercedes,German
12,2001,albert_park,Melbourne,5.278,16,irvine,British,jaguar,British
20,2013,albert_park,Melbourne,5.278,16,chilton,British,marussia,Russian
11,1998,albert_park,Melbourne,5.278,16,wurz,Austrian,benetton,Italian
5,2020,sochi,Sochi,5.848,15,ricciardo,Australian,renault,French
17,2021,zandvoort,Zandvoort,4.259,14,mick_schumacher,German,haas,American
16,2001,silverstone,Silverstone,5.891,18,burti,Brazilian,prost,French
10,2005,spa,Spa,7.004,20,sato,Japanese,bar,British
20,2012,albert_park,Melbourne,5.278,16,glock,German,marussia,Russian
14,2003,magny_cours,Magny Cours,4.411,16,button,British,bar,British
9,2020,spa,Spa,7.004,20,stroll,Canadian,racing_point,British
13,2013,yas_marina,Abu Dhabi,5.281,16,vergne,French,toro_rosso,Italian
20,2012,spa,Spa,7.004,20,glock,German,marussia,Russian
14,2004,monza,Monza,5.793,11,klien,Austrian,jaguar,British
12,2004,albert_park,Melbourne,5.278,16,coulthard,British,mclaren,British
5,2021,baku,Baku,6.003,20,sainz,Spanish,ferrari,Italian
13,2000,red_bull_ring,Spielberg,4.318,10,heidfeld,German,prost,French
8,1996,suzuka,Suzuka,5.807,18,coulthard,British,mclaren,British
21,2014,shanghai,Shanghai,5.451,16,chilton,British,marussia,Russian
0,2023,marina_bay,Marina Bay,4.94,19,zhou,Chinese,alfa,Swiss
15,2018,monaco,Monte-Carlo,3.337,19,brendon_hartley,New Zealander,toro_rosso,Italian
19,2005,magny_cours,Magny Cours,4.411,16,monteiro,Portuguese,jordan,Irish
10,2005,interlagos,São Paulo,4.309,15,ralf_schumacher,German,toyota,Japanese
13,2009,spa,Spa,7.004,20,alonso,Spanish,renault,French
9,2016,yas_marina,Abu Dhabi,5.281,16,alonso,Spanish,mclaren,British
11,2014,red_bull_ring,Spielberg,4.318,10,button,British,mclaren,British
7,2020,mugello,Mugello,5.245,15,perez,Mexican,racing_point,British
10,2008,silverstone,Silverstone,5.891,18,kubica,Polish,bmw_sauber,German
6,2022,rodriguez,Mexico City,4.304,17,bottas,Finnish,alfa,Swiss
18,1999,albert_park,Melbourne,5.278,16,rosa,Spanish,arrows,British
2,2015,bahrain,Sakhir,5.412,15,vettel,German,ferrari,Italian
24,2010,monza,Monza,5.793,11,glock,German,virgin,British
4,2010,interlagos,São Paulo,4.309,15,hamilton,British,mclaren,British
14,2000,indianapolis,Indianapolis,4.192,13,salo,Finnish,sauber,Swiss
7,2014,bahrain,Sakhir,5.412,15,massa,Brazilian,williams,British
22,2016,rodriguez,Mexico City,4.304,17,grosjean,French,haas,American
17,2008,villeneuve,Montreal,4.361,14,fisichella,Italian,force_india,Indian
4,2013,marina_bay,Marina Bay,4.94,19,webber,Australian,red_bull,Austrian
13,2016,silverstone,Silverstone,5.891,18,grosjean,French,haas,American
9,2018,monza,Monza,5.793,11,gasly,French,toro_rosso,Italian
22,2014,catalunya,Montmeló,4.657,14,maldonado,Venezuelan,lotus_f1,British
9,2011,spa,Spa,7.004,20,perez,Mexican,sauber,Swiss
0,2023,americas,Austin,5.513,20,hulkenberg,German,haas,American
7,2009,sepang,Kuala Lumpur,5.543,15,raikkonen,Finnish,ferrari,Italian
16,1999,interlagos,São Paulo,4.309,15,zanardi,Italian,williams,British
7,2003,suzuka,Suzuka,5.807,18,coulthard,British,mclaren,British
2,2000,villeneuve,Montreal,4.361,14,coulthard,British,mclaren,British
21,2010,interlagos,São Paulo,4.309,15,grassi,Brazilian,virgin,British
7,2021,americas,Austin,5.513,20,norris,British,mclaren,British
7,2005,villeneuve,Montreal,4.361,14,raikkonen,Finnish,mclaren,British
16,2023,bahrain,Sakhir,5.412,15,sargeant,American,williams,British
19,2021,spa,Spa,7.004,20,stroll,Canadian,aston_martin,British
7,2014,villeneuve,Montreal,4.361,14,alonso,Spanish,ferrari,Italian
10,1998,imola,Imola,4.909,19,fisichella,Italian,benetton,Italian
2,2016,albert_park,Melbourne,5.278,16,rosberg,German,mercedes,German
4,2000,monza,Monza,5.793,11,villeneuve,Canadian,bar,British
9,1996,galvez,Buenos Aires,4.259,18,coulthard,British,mclaren,British
2,2007,fuji,Oyama,4.563,16,alonso,Spanish,mclaren,British
6,2002,hockenheimring,Hockenheim,4.574,16,fisichella,Italian,jordan,Irish
13,2004,imola,Imola,4.909,19,panis,French,toyota,Japanese
16,2019,interlagos,São Paulo,4.309,15,kvyat,Russian,toro_rosso,Italian
18,2023,zandvoort,Zandvoort,4.259,14,bottas,Finnish,alfa,Swiss
10,2018,americas,Austin,5.513,20,perez,Mexican,force_india,Indian
7,2021,istanbul,Istanbul,5.338,14,norris,British,mclaren,British
9,2012,sepang,Kuala Lumpur,5.543,15,perez,Mexican,sauber,Swiss
8,2008,hockenheimring,Hockenheim,4.574,16,webber,Australian,red_bull,Austrian
9,2023,monza,Monza,5.793,11,norris,British,mclaren,British
12,2024,shanghai,Shanghai,5.451,16,ricciardo,Australian,rb,Italian
7,2020,nurburgring,Nürburg,5.148,15,ocon,French,renault,French
19,2006,albert_park,Melbourne,5.278,16,villeneuve,Canadian,bmw_sauber,German
14,2000,villeneuve,Montreal,4.361,14,wurz,Austrian,benetton,Italian
4,2017,red_bull_ring,Spielberg,4.318,10,ricciardo,Australian,red_bull,Austrian
6,2011,catalunya,Montmeló,4.657,14,petrov,Russian,renault,French
2,2002,hockenheimring,Hockenheim,4.574,16,ralf_schumacher,German,williams,British
8,2022,monza,Monza,5.793,11,de_vries,Dutch,williams,British
6,2020,imola,Imola,4.909,19,albon,Thai,red_bull,Austrian
9,1998,red_bull_ring,Spielberg,4.318,10,ralf_schumacher,German,jordan,Irish
11,2009,valencia,Valencia,5.419,25,heidfeld,German,bmw_sauber,German
10,1996,hungaroring,Budapest,4.381,14,frentzen,German,sauber,Swiss
17,2008,shanghai,Shanghai,5.451,16,nakajima,Japanese,williams,British
2,2024,rodriguez,Mexico City,4.304,17,max_verstappen,Dutch,red_bull,Austrian
16,2000,villeneuve,Montreal,4.361,14,irvine,British,jaguar,British
13,2001,suzuka,Suzuka,5.807,18,irvine,British,jaguar,British
13,2017,red_bull_ring,Spielberg,4.318,10,vandoorne,Belgian,mclaren,British
22,1999,catalunya,Montmeló,4.657,14,badoer,Italian,minardi,Italian
17,2014,suzuka,Suzuka,5.807,18,ericsson,Swedish,caterham,Malaysian
2,2022,spa,Spa,7.004,20,perez,Mexican,red_bull,Austrian
2,1997,hockenheimring,Hockenheim,4.574,16,fisichella,Italian,jordan,Irish
14,2017,baku,Baku,6.003,20,wehrlein,German,sauber,Swiss
6,2024,yas_marina,Abu Dhabi,5.281,16,russell,British,mercedes,German
13,2003,catalunya,Montmeló,4.657,14,matta,Brazilian,toyota,Japanese
18,1996,nurburgring,Nürburg,5.148,15,fisichella,Italian,minardi,Italian
7,1997,monza,Monza,5.793,11,berger,Austrian,benetton,Italian
16,2022,imola,Imola,4.909,19,ocon,French,alpine,French
6,2016,catalunya,Montmeló,4.657,14,vettel,German,ferrari,Italian
9,1999,spa,Spa,7.004,20,salo,Finnish,ferrari,Italian
10,2007,spa,Spa,7.004,20,ralf_schumacher,German,toyota,Japanese
5,1996,imola,Imola,4.909,19,alesi,French,benetton,Italian
2,2013,americas,Austin,5.513,20,webber,Australian,red_bull,Austrian
12,2014,villeneuve,Montreal,4.361,14,kevin_magnussen,Danish,mclaren,British
2,2007,bahrain,Sakhir,5.412,15,hamilton,British,mclaren,British
18,2017,spa,Spa,7.004,20,wehrlein,German,sauber,Swiss
14,2013,albert_park,Melbourne,5.278,16,ricciardo,Australian,toro_rosso,Italian
7,2023,monza,Monza,5.793,11,piastri,Australian,mclaren,British
3,1998,catalunya,Montmeló,4.657,14,michael_schumacher,German,ferrari,Italian
12,2001,sepang,Kuala Lumpur,5.543,15,irvine,British,jaguar,British
5,2002,villeneuve,Montreal,4.361,14,raikkonen,Finnish,mclaren,British
1,1998,hockenheimring,Hockenheim,4.574,16,hakkinen,Finnish,mclaren,British
12,2013,shanghai,Shanghai,5.451,16,perez,Mexican,mclaren,British
5,2009,sepang,Kuala Lumpur,5.543,15,webber,Australian,red_bull,Austrian
18,2020,portimao,Portimão,4.653,15,grosjean,French,haas,American
4,2022,albert_park,Melbourne,5.278,16,norris,British,mclaren,British
1,2024,spa,Spa,7.004,20,leclerc,Monegasque,ferrari,Italian
5,1998,spa,Spa,7.004,20,irvine,British,ferrari,Italian
6,2022,villeneuve,Montreal,4.361,14,mick_schumacher,German,haas,American
6,2015,yas_marina,Abu Dhabi,5.281,16,bottas,Finnish,williams,British
19,2011,marina_bay,Marina Bay,4.94,19,kovalainen,Finnish,lotus_racing,Malaysian
7,2005,spa,Spa,7.004,20,massa,Brazilian,sauber,Swiss
16,2001,sepang,Kuala Lumpur,5.543,15,fisichella,Italian,benetton,Italian
10,2003,red_bull_ring,Spielberg,4.318,10,ralf_schumacher,German,williams,British
2,2012,villeneuve,Montreal,4.361,14,hamilton,British,mclaren,British
9,2024,miami,Miami,5.412,19,hulkenberg,German,haas,American
3,1999,sepang,Kuala Lumpur,5.543,15,coulthard,British,mclaren,British
21,2016,suzuka,Suzuka,5.807,18,wehrlein,German,manor,British
20,1998,galvez,Buenos Aires,4.259,18,tuero,Argentine,minardi,Italian
17,2020,istanbul,Istanbul,5.338,14,grosjean,French,haas,American
13,2021,monza,Monza,5.793,11,latifi,Canadian,williams,British
3,2022,villeneuve,Montreal,4.361,14,sainz,Spanish,ferrari,Italian
17,2018,bahrain,Sakhir,5.412,15,ericsson,Swedish,sauber,Swiss
1,2002,catalunya,Montmeló,4.657,14,michael_schumacher,German,ferrari,Italian
3,1999,nurburgring,Nürburg,5.148,15,hakkinen,Finnish,mclaren,British
10,2001,imola,Imola,4.909,19,raikkonen,Finnish,sauber,Swiss
14,2000,catalunya,Montmeló,4.657,14,herbert,British,jaguar,British
5,1997,monaco,Monte-Carlo,3.337,19,coulthard,British,mclaren,British
1,1998,monaco,Monte-Carlo,3.337,19,hakkinen,Finnish,mclaren,British
15,1998,catalunya,Montmeló,4.657,14,diniz,Brazilian,arrows,British
5,2003,nurburgring,Nürburg,5.148,15,barrichello,Brazilian,ferrari,Italian
1,2015,bahrain,Sakhir,5.412,15,hamilton,British,mercedes,German
18,2018,villeneuve,Montreal,4.361,14,sirotkin,Russian,williams,British
18,2006,interlagos,São Paulo,4.309,15,coulthard,British,red_bull,Austrian
4,2007,catalunya,Montmeló,4.657,14,hamilton,British,mclaren,British
20,2013,interlagos,São Paulo,4.309,15,garde,Dutch,caterham,Malaysian
4,1997,villeneuve,Montreal,4.361,14,frentzen,German,williams,British
12,2024,baku,Baku,6.003,20,hulkenberg,German,haas,American
4,2016,rodriguez,Mexico City,4.304,17,ricciardo,Australian,red_bull,Austrian
3,2010,valencia,Valencia,5.419,25,hamilton,British,mclaren,British
6,2000,monaco,Monte-Carlo,3.337,19,barrichello,Brazilian,ferrari,Italian
5,1998,galvez,Buenos Aires,4.259,18,ralf_schumacher,German,jordan,Irish
16,2021,zandvoort,Zandvoort,4.259,14,kubica,Polish,alfa,Swiss
7,2002,hockenheimring,Hockenheim,4.574,16,panis,French,bar,British
1,2017,spa,Spa,7.004,20,hamilton,British,mercedes,German
16,2018,red_bull_ring,Spielberg,4.318,10,perez,Mexican,force_india,Indian
19,2008,interlagos,São Paulo,4.309,15,fisichella,Italian,force_india,Indian
11,2015,yas_marina,Abu Dhabi,5.281,16,max_verstappen,Dutch,toro_rosso,Italian
18,2019,rodriguez,Mexico City,4.304,17,grosjean,French,haas,American
7,2015,bahrain,Sakhir,5.412,15,ricciardo,Australian,red_bull,Austrian
4,2017,shanghai,Shanghai,5.451,16,raikkonen,Finnish,ferrari,Italian
17,1998,interlagos,São Paulo,4.309,15,takagi,Japanese,tyrrell,British
